gmgoCd,gmgoNm,location,MG더뱅킹정기예금,MG더뱅킹정기적금,MG더뱅킹자유적금,기준일
5610,서부영천,경북 영천시,3.70,4.00,4.00,2023/07/28
5622,경산,경북 경산시,4.00,4.00,4.00,2023/07/28
5623,새경산,경북 경산시,,,,2023/07/28
5624,화성,경북 경산시,4.00,,,2023/07/28
5625,다문,경북 경산시,,,,2023/07/28
5626,부림,경북 경산시,4.70,4.60,4.41,2023/07/28
5627,진량,경북 경산시,4.30,4.50,4.30,2023/07/28
5628,동경산,경북 경산시,4.20,4.40,4.20,2023/07/28
5629,하양,경북 경산시,4.10,4.60,4.10,2023/07/28
5632,와촌,경북 경산시,,,,2023/07/28
5711,청도,경북 청도군,3.60,3.60,3.60,2023/07/28
5717,금천,경북 청도군,,,,2023/07/28
5718,고령,경북 고령군,3.50,3.50,3.50,2023/07/28
5725,성주,경북 성주군,4.00,4.00,4.00,2023/07/28
5734,왜관,경북 칠곡군,4.00,4.20,4.00,2023/07/28
5737,칠곡,경북 칠곡군,,,,2023/07/28
5738,북삼,경북 칠곡군,3.80,4.00,3.60,2023/07/28
5743,청화,경북 청도군,3.60,3.70,3.40,2023/07/28
5801,중앙,경북 안동시,3.90,4.80,4.20,2023/07/28
5803,용상,경북 안동시,3.80,4.30,3.20,2023/07/28
5804,동남,경북 안동시,3.80,3.80,3.60,2023/07/28
5808,안동,경북 안동시,3.70,4.00,3.20,2023/07/28
5812,명신,경북 안동시,3.80,3.80,,2023/07/28
5820,백암,경북 안동시,3.60,3.90,3.60,2023/07/28
5828,풍기,경북 영주시,,,,2023/07/28
5832,흥주,경북 영주시,,,,2023/07/28
5839,문경제일,경북 문경시,3.50,3.50,3.50,2023/07/28
5849,영주,경북 영주시,3.80,3.80,3.80,2023/07/28
5850,북영주,경북 영주시,,,,2023/07/28
5851,신문경,경북 문경시,2.80,2.80,2.80,2023/07/28
5909,화전,경북 의성군,,,,2023/07/28
5918,영양,경북 영양군,,,,2023/07/28
5924,용궁,경북 예천군,,,,2023/07/28
5943,예천군,경북 예천군,3.80,,,2023/07/28
5944,의성,경북 의성군,,,,2023/07/28
5945,청송,경북 청송군,,,,2023/07/28
5946,봉화군,경북 봉화군,3.80,3.80,3.80,2023/07/28
6002,반월중앙,경남 창원시,,,,2023/07/28
6009,동부,경남 창원시,,,,2023/07/28
6010,마산,경남 창원시,3.70,3.70,3.70,2023/07/28
6015,석전,경남 창원시,,,,2023/07/28
6017,마산남부,경남 창원시,3.60,3.90,3.90,2023/07/28
6022,삼성창원병원,경남 창원시,,,,2023/07/28
6028,진해,경남 창원시,,,,2023/07/28
6029,새진해,경남 창원시,3.70,3.60,2.70,2023/07/28
6046,함안,경남 함안군,3.70,3.80,3.70,2023/07/28
6052,중부,경남 창원시,,,,2023/07/28
6053,밀양,경남 밀양시,,,,2023/07/28
6055,의령정암,경남 의령군,3.60,3.60,3.60,2023/07/28
6056,밀양중앙,경남 밀양시,3.70,3.60,3.50,2023/07/28
6057,동마산,경남 창원시,,,,2023/07/28
6058,마창진,경남 창원시,3.50,3.50,3.40,2023/07/28
6101,북창원,경남 창원시,,,,2023/07/28
6102,반송,경남 창원시,4.40,4.30,3.40,2023/07/28
6103,남창원,경남 창원시,4.00,4.00,3.80,2023/07/28
6105,창원중앙,경남 창원시,3.70,3.60,3.60,2023/07/28
6106,양곡,경남 창원시,4.00,4.00,4.00,2023/07/28
6109,창원,경남 창원시,,,,2023/07/28
6112,동창원,경남 창원시,,,,2023/07/28
6114,현대로템,경남 창원시,,,,2023/07/28
6115,셰플러코리아(유)직장,경남 창원시,,,,2023/07/28
6116,SNT다이내믹스(주),경남 창원시,3.60,3.60,3.40,2023/07/28
6118,테크윈,경남 창원시,,,,2023/07/28
6119,해성디에스,경남 창원시,3.40,3.40,3.40,2023/07/28
6123,중우,경남 창원시,,,,2023/07/28
6124,두산에너빌리티,경남 창원시,3.70,,,2023/07/28
6125,볼보건설기계코리아㈜,경남 창원시,,,,2023/07/28
6126,효성중공업,경남 창원시,3.30,3.50,3.50,2023/07/28
6132,한국지엠,경남 창원시,,,,2023/07/28
6133,벧엘,경남 창원시,5.00,4.00,3.80,2023/07/28
6135,김해중앙,경남 김해시,1.80,1.80,1.60,2023/07/28
6136,남김해,경남 김해시,3.70,4.20,,2023/07/28
6137,부원,경남 김해시,3.70,4.10,3.50,2023/07/28
6138,서김해,경남 김해시,3.50,4.10,3.60,2023/07/28
6139,김해서부,경남 김해시,3.10,3.20,2.80,2023/07/28
6140,동김해,경남 김해시,3.90,4.10,3.70,2023/07/28
6141,새김해,경남 김해시,3.80,4.10,3.60,2023/07/28
6142,북김해,경남 김해시,2.50,2.50,2.30,2023/07/28
6143,활천,경남 김해시,3.50,3.80,3.50,2023/07/28
6144,칠산,경남 김해시,3.70,3.70,3.70,2023/07/28
6152,의창,경남 창원시,2.75,1.40,1.30,2023/07/28
6201,학성,울산 중구,,,,2023/07/28
6202,울산중앙,울산 중구,4.20,3.80,3.80,2023/07/28
6203,태화,울산 중구,,,,2023/07/28
6204,울산제일,울산 남구,,,,2023/07/28
6207,강남,울산 남구,3.80,3.80,3.60,2023/07/28
6209,중울산,울산 중구,3.70,3.10,3.10,2023/07/28
6211,남울산,울산 남구,4.00,3.80,3.50,2023/07/28
6212,새울산,울산 남구,,,,2023/07/28
6213,병영,울산 중구,,,,2023/07/28
6215,북울산,울산 북구,3.10,3.50,2.50,2023/07/28
6216,새중앙,울산 북구,3.70,3.30,3.30,2023/07/28
6217,일산,울산 동구,3.70,3.80,3.40,2023/07/28
6218,동울산,울산 동구,,,,2023/07/28
6219,서부,울산 동구,,,,2023/07/28
6221,서울산,울산 남구,,,,2023/07/28
6222,중앙,울산 남구,4.20,4.20,3.80,2023/07/28
6226,한마음,울산 동구,3.15,2.80,2.80,2023/07/28
6227,울산미래,울산 중구,3.60,3.50,3.30,2023/07/28
6228,우리,울산 남구,4.00,3.80,3.70,2023/07/28
6230,농소,울산 북구,3.50,3.30,1.50,2023/07/28
6231,울주,울산 울주군,3.50,3.40,3.30,2023/07/28
6241,효성,울산 남구,,,,2023/07/28
6245,현대자동차,울산 북구,,,,2023/07/28
6247,현대모비스,울산 북구,,,,2023/07/28
6250,(주)현대미포조선,울산 동구,,,,2023/07/28
6251,현대중공업,울산 동구,,,,2023/07/28
6262,울산항운노동조합,울산 남구,,,,2023/07/28
6264,양산,경남 양산시,4.00,4.00,,2023/07/28
6266,물금,경남 양산시,4.00,4.20,3.60,2023/07/28
6267,남양산,경남 양산시,4.00,4.20,3.60,2023/07/28
6268,상북,경남 양산시,4.00,4.00,4.00,2023/07/28
6269,양산중앙,경남 양산시,3.80,3.90,3.40,2023/07/28
6270,웅상,경남 양산시,4.00,4.00,4.00,2023/07/28
6281,울산중부,울산 중구,4.06,2.50,2.50,2023/07/28
6282,신정,울산 남구,3.80,4.00,3.80,2023/07/28
6401,망경,경남 진주시,,,,2023/07/28
6402,진주남부,경남 진주시,3.60,3.90,,2023/07/28
6404,제일,경남 진주시,,,,2023/07/28
6407,상봉,경남 진주시,,,,2023/07/28
6408,서부,경남 진주시,,,,2023/07/28
6411,중앙,경남 진주시,,,,2023/07/28
6414,동진주,경남 진주시,3.80,4.00,3.00,2023/07/28
6415,신평,경남 진주시,3.75,3.80,3.40,2023/07/28
6416,서진주,경남 진주시,,,,2023/07/28
6417,진주동부,경남 진주시,1.20,1.20,1.00,2023/07/28
6418,새진주,경남 진주시,,,,2023/07/28
6419,봉곡,경남 진주시,,,,2023/07/28
6426,진주중앙,경남 진주시,3.60,4.00,3.50,2023/07/28
6427,사천,경남 사천시,,,,2023/07/28
6432,사남,경남 사천시,,,,2023/07/28
6433,삼천포,경남 사천시,,,,2023/07/28
6434,노산,경남 사천시,,,,2023/07/28
6438,한국항공우주산업㈜,경남 사천시,,,,2023/07/28
6442,새남해,경남 남해군,3.80,4.10,3.80,2023/07/28
6444,미송,경남 남해군,,,,2023/07/28
6454,하동,경남 하동군,,,,2023/07/28
6455,산청,경남 산청군,3.50,3.80,3.20,2023/07/28
6457,함양군,경남 함양군,,,,2023/07/28
6458,거창,경남 거창군,,,,2023/07/28
6466,시민,경남 진주시,,,,2023/07/28
6467,창선,경남 남해군,,,,2023/07/28
6468,강양,경남 합천군,3.60,3.80,3.30,2023/07/28
6469,참좋은,경남 진주시,,,,2023/07/28
6501,도천,경남 통영시,2.80,,,2023/07/28
6509,동통영,경남 통영시,,,,2023/07/28
6510,새통영,경남 통영시,,,,2023/07/28
6515,도봉,경남 통영시,4.00,4.30,3.50,2023/07/28
6520,성심,경남 통영시,3.70,3.50,3.20,2023/07/28
6521,능포,경남 거제시,,,,2023/07/28
6522,옥포,경남 거제시,3.60,4.20,3.30,2023/07/28
6524,거제,경남 거제시,,,,2023/07/28
6526,대우조선해양㈜,경남 거제시,,,,2023/07/28
6527,삼성중공업㈜,경남 거제시,3.55,4.05,3.05,2023/07/28
6528,고성,경남 고성군,,,,2023/07/28
6537,새고성,경남 고성군,3.60,3.80,3.60,2023/07/28
6543,통제영,경남 통영시,,,,2023/07/28
6544,통영중앙,경남 통영시,,,,2023/07/28
6601,제주,제주 제주시,,,,2023/07/28
6602,중앙,제주 제주시,,,,2023/07/28
6603,용담,제주 제주시,4.20,4.10,4.00,2023/07/28
6604,동제주,제주 제주시,1.93,2.63,1.85,2023/07/28
6605,신제주,제주 제주시,5.00,4.80,4.00,2023/07/28
6606,노형,제주 제주시,4.30,4.00,3.00,2023/07/28
6608,아라,제주 제주시,4.40,4.70,3.90,2023/07/28
6609,제주서부,제주 제주시,5.01,4.80,4.00,2023/07/28
6615,동문,제주 제주시,5.10,4.80,1.80,2023/07/28
6616,한빛,제주 제주시,2.70,,,2023/07/28
6617,호남,제주 제주시,4.20,4.20,3.20,2023/07/28
6619,개인택시,제주 제주시,4.00,2.50,1.99,2023/07/28
6621,항운노조,제주 제주시,,,,2023/07/28
6622,한라,제주 제주시,4.20,4.30,3.50,2023/07/28
6623,열린,제주 제주시,4.30,4.50,4.30,2023/07/28
6624,한솔,제주 제주시,4.10,4.10,,2023/07/28
6625,하나,제주 제주시,4.20,4.60,3.50,2023/07/28
6702,서귀포,제주 서귀포시,4.30,2.07,1.60,2023/07/28
6704,서홍,제주 서귀포시,2.08,2.30,1.80,2023/07/28
6705,법환,제주 서귀포시,4.00,3.80,1.60,2023/07/28
6706,서호,제주 서귀포시,1.70,1.80,1.70,2023/07/28
6707,호근,제주 서귀포시,,,,2023/07/28
6708,강정,제주 서귀포시,,,,2023/07/28
6710,대포,제주 서귀포시,5.00,5.10,5.00,2023/07/28
6711,하원,제주 서귀포시,4.40,4.00,4.00,2023/07/28
6713,동홍,제주 서귀포시,3.50,2.30,2.00,2023/07/28
6716,산남,제주 서귀포시,5.00,3.00,2.60,2023/07/28
6718,북제주,제주 제주시,4.50,4.00,3.50,2023/07/28
6719,곽지,제주 제주시,4.20,,,2023/07/28
6722,서제주,제주 제주시,,,,2023/07/28
6723,우리,제주 제주시,,,,2023/07/28
6724,한마음,제주 제주시,5.00,2.75,1.99,2023/07/28
6727,우정,제주 제주시,4.70,2.70,,2023/07/28
6728,납읍,제주 제주시,4.10,3.00,2.50,2023/07/28
6730,참조은,제주 제주시,5.00,5.01,4.00,2023/07/28
6733,제주남원동부,제주 서귀포시,,,,2023/07/28
6734,신례,제주 서귀포시,4.00,4.00,4.00,2023/07/28
6735,태흥,제주 서귀포시,3.00,3.60,3.20,2023/07/28
6738,남제주,제주 서귀포시,,,,2023/07/28
6739,의귀,제주 서귀포시,,,,2023/07/28
6741,예래동,제주 서귀포시,4.00,3.40,3.34,2023/07/28
6742,서귀포동부,제주 서귀포시,4.20,4.20,4.20,2023/07/28
